Marathon,Year,Name,Time,Place
Berlin,2024,RATIH KAMPONO,5:51:04,51691
Berlin,2024,EVAN KANTER,4:30:33,37001
Berlin,2024,FERMICO KARAMBUT,5:43:37,51035
Berlin,2024,EDDY KARLI,4:46:22,41637
Berlin,2024,RANDY KARTAWIDJAJA,3:53:05,22434
Berlin,2024,YUNITA KARTINI,6:05:33,52732
Berlin,2024,FADLUN KASAU,6:39:21,53818
Berlin,2024,HOCKY KASIM,4:55:17,43866
Berlin,2024,MUHAMMAD KASIM,4:44:30,41118
Berlin,2024,IRADANI KATALIA,5:13:15,47294
Berlin,2024,YUKI KATO,5:38:00,50475
Berlin,2024,MOHAMMAD KEMAL,5:14:45,47523
Berlin,2024,AHMAD KHASOUGI,5:11:10,46984
Berlin,2024,NUR KHOTIB,5:34:14,50051
Berlin,2024,WILLIEM KOSASIH,4:19:22,33269
Berlin,2024,PRASETYANUGRAHENI KRESHANTI,5:32:11,49841
Berlin,2024,MELIANTHASARI KRISHNAPUTRI,5:09:30,46694
Berlin,2024,BADAI KRISTANTO,4:33:25,37818
Berlin,2024,MELVIN KRISTANTOKUSUMO,3:41:28,17375
Berlin,2024,MOHAMAD KUNCORO,4:12:53,30965
Berlin,2024,DANI KURNIA,4:57:52,44567
Berlin,2024,ANTONIUS KURNIAWAN,6:05:42,52743
Berlin,2024,IAN KURNIAWAN,4:20:17,33570
Berlin,2024,KOE KURNIAWAN,4:05:26,28360
Berlin,2024,RAHMAN KURNIAWAN,7:01:15,54034
Berlin,2024,KUSMININGSIH KUSMININGSIH,5:47:50,51410
Berlin,2024,DANIEL KUSNIADI,3:20:52,9573
Berlin,2024,HERMAN DEWATA,4:46:07,41571
Berlin,2024,DYAH WARDHANI,6:06:46,52805
Berlin,2024,ANISA KUSUMADEWI,6:28:35,53614
Berlin,2024,LISA KUSUMO,6:17:11,53274
Berlin,2024,HANDOYO KWIK,5:26:54,49175
Berlin,2024,LINA LAM,5:09:58,46781
Berlin,2024,LEWI LAWE,5:22:42,48629
Berlin,2024,MELISA LEGAWAPUTRI,3:58:43,25623
Berlin,2024,CHISTINE LEO,5:37:03,50364
Berlin,2024,SANDRA LEO,3:50:11,21145
Berlin,2024,MAUREEN LESMANA,4:14:26,31600
Berlin,2024,FEDERICO LIANDRO,3:52:22,22120
Berlin,2024,KURNIADI LIE,5:37:28,50407
Berlin,2024,MELISA LILISARI,4:53:02,43310
Berlin,2024,LILY LIM,4:42:35,40608
Berlin,2024,ALEXIUS LIMANTARA,5:20:57,48404
Berlin,2024,IRWAN LIMINTONO,4:57:04,44334
Berlin,2024,HEPPYLI LINAULI,6:33:45,53708
Berlin,2024,ERNA LINCIEWATI,4:49:52,42548
Berlin,2024,LINDAWATY LINDAWATY,6:28:28,53610
Berlin,2024,EDWARD LONTOH,3:59:36,26165
Berlin,2024,JACK LONTOH,4:43:40,40884
Berlin,2024,ABDURRAHIM LUBIS,3:31:08,13492
Berlin,2024,IRFAD LUBIS,5:34:46,50118
Berlin,2024,NURRAHMAH LUBIS,5:34:06,50031
Berlin,2024,IVALDI LUKMAN,5:25:16,48952
Berlin,2024,DEDEN SOLIHIN,3:44:38,18759
Berlin,2024,SALLY LUSIA,5:29:58,49582
Berlin,2024,YUSTIKA LUSIANA,6:32:15,53689
Berlin,2024,BENEDIKT MACNAIR,5:00:04,45126
Berlin,2024,PUTU MAHARANI,6:02:25,52552
Berlin,2024,I BUDIARTHA,4:46:57,41790
Berlin,2024,TRYAS MALIAHYARDI,4:40:35,39973
Berlin,2024,ADHERAKA MALIK,4:01:54,27170
Berlin,2024,ROBERTO MANGUNSONG,4:55:04,43808
Berlin,2024,MARCELLA MARCELLA,5:47:23,51369
Berlin,2024,NOVIA MARDESYA,5:49:11,51524
Berlin,2024,DIVENTIA MARDJOHAN,4:57:04,44335
Berlin,2024,KENNY MARGAMULJANA,4:55:22,43883
Berlin,2024,DAME MARGARET,4:22:34,34339
Berlin,2024,ADE MARGARETHA,6:52:03,53961
Berlin,2024,MARIA MARINDA,6:39:14,53817
Berlin,2024,SYLVIA MARISCHA,5:57:25,52194
Berlin,2024,LINDAWATI MARJATI,5:27:38,49281
Berlin,2024,REA MARKIS,4:04:23,28015
Berlin,2024,DASWAR MARPAUNG,6:09:44,52946
Berlin,2024,DHANIKA MARTIFAUZI,5:22:23,48583
Berlin,2024,FARID MARUF,4:43:53,40950
Berlin,2024,RIAN MASIKOME,5:25:13,48940
Berlin,2024,MARTHA MAULIDIA,4:40:59,40089
Berlin,2024,DINI MAULIDYA,5:34:26,50074
Berlin,2024,MELINDA MAUNA,6:01:26,52488
Berlin,2024,TJAHJADI MEDYANTY,5:02:47,45571
Berlin,2024,ELLA MEILIA,6:38:45,53807
Berlin,2024,VIVI MELANI,5:07:03,46320
Berlin,2024,MEMIE MIRADJAJA,3:58:53,25736
Berlin,2024,RITA MIRASARI,6:25:12,53527
Berlin,2024,MUKHAMAD MISBAKHUN,3:45:07,19005
Berlin,2024,MUSAB MOCHAMMAD,5:30:36,49672
Berlin,2024,ASTRID MOCHTARRAM,5:34:54,50130
Berlin,2024,REIDITKA MOEIN,5:25:19,48957
Berlin,2024,MARTINUS MOELIANA,5:16:57,47827
Berlin,2024,INANDA MORA,5:43:36,51034
Berlin,2024,MORISKA MORISKA,5:27:07,49197
Berlin,2024,JULIAN MUHAMAD,5:20:13,48295
Berlin,2024,MUHARDI SYAMSAINI,4:54:43,43730
Berlin,2024,ACHMAD MUHARRAM,4:50:33,42710
Berlin,2024,DJAP MUILIE,5:40:21,50708
Berlin,2024,LISA MULATSARI,4:24:37,35001
Berlin,2024,FACHRUL MULIA,4:57:57,44591
Berlin,2024,MULIADI MULIADI,3:49:28,20837
Berlin,2024,HANDOYO MULIONO,6:26:12,53549
Berlin,2024,AGUNG MULYAWAN,5:00:47,45261
Berlin,2024,ENDANG MURNIATI,5:29:16,49490
Berlin,2024,ANNA MURWATI,6:43:35,53874
Berlin,2024,LACRIMA MUSTIKASARI,4:45:18,41370
Berlin,2024,AHMAD MUSYAFFA,5:46:31,51290
Berlin,2024,ADE MUTIA,4:45:48,41491
Berlin,2024,EVELYN NAINGGOLAN,5:20:54,48398
Berlin,2024,JULVYANNO NANDA,4:07:44,29166
Berlin,2024,ERRYN NANIKO,4:45:36,41442
Berlin,2024,NIXON NAPITUPULU,4:51:01,42833
Berlin,2024,NURKAMA NASMIKO,5:02:27,45505
Berlin,2024,YOLANDA NATASSIA,4:53:04,43324
Berlin,2024,JIMMY NELWAN,3:40:11,16928
Berlin,2024,JUNI NG,3:42:29,17765
Berlin,2024,ADRINA NGGIE,5:42:17,50900
Berlin,2024,DEWI NILASARI,6:28:28,53611
Berlin,2024,REZA NORMANTINO,5:21:41,48503
Berlin,2024,VALENTINA NOVA,5:20:25,48322
Berlin,2024,DWI NOVANTO,4:17:44,32742
Berlin,2024,MAYA NOVIANOKA,4:31:06,37155
Berlin,2024,NIA NOVIHARTI,5:50:30,51636
Berlin,2024,ADITYA NUGRAHA,4:50:51,42787
Berlin,2024,AGUNG NUGRAHA,4:40:53,40056
Berlin,2024,SETIA NUGRAHA,3:24:18,10631
Berlin,2024,HANIF NUGROHO,4:30:12,36883
Berlin,2024,KRISNADI NUGROHO,6:38:46,53808
Berlin,2024,MUHAMMAD NUGROHO,4:40:20,39910
Berlin,2024,VALLERY NUGROHO,6:14:54,53213
Berlin,2024,YUSUF NUGROHO,4:47:40,41990
Berlin,2024,NOVA NUZERA,5:20:06,48277
Berlin,2024,ADE OCTARA,3:25:11,10967
Berlin,2024,IRVAN OCTAVIAN,3:57:44,25001
Berlin,2024,SYOFRAL OKHAMSA,5:57:34,52210
Berlin,2024,JULI OKTARINA,4:49:50,42542
Berlin,2024,ALDRI OLOAN,4:10:45,30212
Berlin,2024,IRMA ORBARENA,7:00:16,54030
Berlin,2024,TANIA PALAR,5:30:26,49642
Berlin,2024,TARCISIUS PALAR,4:41:33,40280
Berlin,2024,WELAN PALILINGAN,5:18:20,48023
Berlin,2024,ANDRIANO PANANGIAN,4:30:40,37028
Berlin,2024,MARIO PANGESTU,4:34:14,38077
Berlin,2024,DIAN PARAMITA,5:48:08,51442
Berlin,2024,ERLY PARDEDE,5:51:22,51715
Berlin,2024,EDWIN PATRIASANI,5:17:41,47935
Berlin,2024,ANTONIUS GUNAWAN,3:32:17,13958
Berlin,2024,DENIS PAULCE,3:40:47,17119
Berlin,2024,NATALIA PENI,5:20:23,48319
Berlin,2024,ARIO PERDANA,4:52:08,43100
Berlin,2024,BUGI PERMANA,3:31:30,13639
Berlin,2024,DANIEL PERMANA,3:48:54,20572
Berlin,2024,ASTRI PERMATASURI,5:22:25,48588
Berlin,2024,RADITYA PRADANA,5:03:50,45747
Berlin,2024,MUHAMMAD BUDIARTO,3:44:27,18676
Berlin,2024,BOY PRAKASA,5:27:43,49293
Berlin,2024,IVAN PRAKOSA,5:16:21,47745
Berlin,2024,MOZA PRAMONO,6:51:18,53953
Berlin,2024,DIADDRA PRAMUDITO,5:51:26,51723
Berlin,2024,LUCIUS PRAMUDYO,4:19:57,33455
Berlin,2024,BUDI PRANATA,4:15:57,32141
Berlin,2024,GERALDI PRANATA,3:19:58,9294
Berlin,2024,HENDRA PRANOTO,5:33:06,49935
Berlin,2024,DEDY PRASATYA,4:31:53,37403
Berlin,2024,WINDU PRASETIO,5:44:23,51098
Berlin,2024,DONI PRASETYO,4:06:07,28583
Berlin,2024,ANANTA PRASTAWA,4:53:40,43489
Berlin,2024,UTAMI PRASTIANA,5:52:01,51767
Berlin,2024,GINANJAR PRATHAMA,4:32:06,37468
Berlin,2024,DHANIS PRAWIRA,5:29:43,49544
Berlin,2024,RIYANTI PRAWIRO,4:57:54,44580
Berlin,2024,PRAYUDI PRAYUDI,3:48:11,20247
Berlin,2024,NINO PRIAMBODO,6:10:23,52978
Berlin,2024,RICARDO PRIBADI,4:47:22,41897
Berlin,2024,LUKY PRIMADANI,4:55:05,43816
Berlin,2024,TIKE PRIMAKARTIKA,7:05:18,54057
Berlin,2024,ALYSHA PRIMASANY,5:49:39,51566
Berlin,2024,IRMA PRIMISANI,5:45:05,51165
Berlin,2024,CANDRA PRIWASNINGRUM,6:20:43,53394
Berlin,2024,FERI PUJIANTO,4:03:30,27722
Berlin,2024,MUHAMMAD PUJIYONO,5:06:13,46187
Berlin,2024,HARRYANTO PURBA,3:34:37,14737
Berlin,2024,HENNY PURNAMA,4:23:28,34648
Berlin,2024,ANDIKO PURNOMO,4:09:32,29780
Berlin,2024,HENNY PURWANTI,4:00:08,26446
Berlin,2024,ZITA PURWANTI,6:13:05,53126
Berlin,2024,ANGGY PUSPASARI,4:39:04,39543
Berlin,2024,MERI PUSPASARI,5:16:59,47836
Berlin,2024,VERIKA PUSPITANDARI,5:35:21,50188
Berlin,2024,CICILIA PUSPITASARI,5:44:38,51120
Berlin,2024,SATRIA PUTERA,5:37:00,50357
Berlin,2024,NIDYA PUTERI,4:55:03,43802
Berlin,2024,OKTIANDA PUTRA,5:00:12,45152
Berlin,2024,ROY PUTRANTO,2:51:58,2564
Berlin,2024,BUNGA PUTRI,4:33:27,37831
Berlin,2024,PRASTI PUTRI,4:33:41,37911
Berlin,2024,NIRLINA QOLBI,6:57:13,54005
Berlin,2024,ANDY RACHMAN,4:51:46,43010
Berlin,2024,ARIEF RACHMATTULLOH,4:22:05,34171
Berlin,2024,BINTANG RACHMAWATI,5:36:15,50281
Berlin,2024,IDA RACHMAWATI,6:42:35,53864
Berlin,2024,ARNAF RADIN,4:53:27,43440
Berlin,2024,KEVIN RAFFERT,4:02:31,27370
Berlin,2024,AJANI RAHADIANY,4:22:42,34374
Berlin,2024,KETUT RAHAYU,4:43:09,40747
Berlin,2024,AFFAN RAHMAN,5:11:19,47018
Berlin,2024,AFFIN RAHMAN,5:11:20,47019
Berlin,2024,FAISAL RAHMAN,5:12:11,47145
Berlin,2024,FARID RAHMAN,6:20:33,53390
Berlin,2024,RADIFAN RAHMAN,4:12:14,30730
Berlin,2024,TEDDY RAHMANTO,5:00:57,45286
Berlin,2024,ARI RAHMASARI,5:45:09,51171
Berlin,2024,ANINDIA RAHMIWATI,5:54:21,51958
Berlin,2024,ANGGIE RAHWANTO,5:42:08,50881
Berlin,2024,IRFAN RAMADHAN,6:01:07,52469
Berlin,2024,MUHAMMAD RAMADHAN,4:13:10,31076
Berlin,2024,DIZA RAMADHONNA,5:32:02,49827
Berlin,2024,JEFRIZAL RAMBE,5:57:34,52211
Berlin,2024,LUCILA RANI,4:50:23,42670
Berlin,2024,FEBRIANI RASTANTY,4:44:49,41231
Berlin,2024,ASHOYA RATAM,7:07:41,54071
Berlin,2024,HENNY RATMIJATI,6:17:19,53280
Berlin,2024,AGATHA RATNASARI,4:41:19,40209
Berlin,2024,CAECILIA RATNAWATI,5:57:58,52239
Berlin,2024,BENNI RAYMOND,5:29:52,49562
Berlin,2024,MICHAEL RENO,3:52:28,22171
Berlin,2024,RISKI RESPATI,6:03:07,52583
Berlin,2024,SAKTI REYSAPUTRA,5:27:14,49212
Berlin,2024,MUHAMMAD REZADI,6:01:21,52481
Berlin,2024,TITI REZEKI,5:44:33,51114
Berlin,2024,ANISA RIANI,4:35:11,38352
Berlin,2024,ALEXANDRA RIDJAB,5:41:33,50838
Berlin,2024,DENIO RIDJAB,6:16:49,53266
Berlin,2024,DERRY RINALDO,4:11:41,30530
Berlin,2024,FETRIZA RINALDY,6:44:51,53886
Berlin,2024,FEBRIANIE RINDENGAN,4:23:14,34558
Berlin,2024,ZACKY RISKAWA,4:47:51,42048
Berlin,2024,ANGGRAINI RITONGA,4:51:14,42885
Berlin,2024,ASHARI RIVAY,3:59:19,25994
Berlin,2024,RATIH RIYANTI,5:42:12,50888
Berlin,2024,ANDI RIZAL,6:16:09,53250
Berlin,2024,MARYCIELA RIZKI,5:36:47,50336
Berlin,2024,NYIMAS TEMINIAR,5:59:54,52396
Berlin,2024,AGUNG RIZKIANSYAH,5:21:10,48431
Berlin,2024,MUHAMMAD RIZWAN,5:58:37,52293
Berlin,2024,JANE ROHO,4:54:57,43779
Berlin,2024,RAY RORIMPANDEY,6:19:33,53353
Berlin,2024,RICHARD ROTTY,5:58:06,52254
Berlin,2024,FAHRIADI HUSAIN,4:28:25,36278
Berlin,2024,NUR RUKIATI,5:58:54,52318
Berlin,2024,DIAN RUSWANDI,6:05:54,52756
Berlin,2024,PRAYUGA RUSYANA,6:20:50,53400
Berlin,2024,RENNY RYANT,5:41:30,50830
Berlin,2024,SABRINA GHANI,4:22:04,34163
Berlin,2024,JUITA SACHMANIANA,5:25:33,48993
Berlin,2024,BUDI SADIKIN,6:03:40,52616
Berlin,2024,KODRATUL SAFTI,5:05:26,46039
Berlin,2024,MONANG SAGALA,6:19:57,53367
Berlin,2024,ELLA SAGITA,5:20:04,48266
Berlin,2024,RUBEN SAHETAPY,4:59:33,45007
Berlin,2024,INDAH SAID,5:21:35,48489
Berlin,2024,BALLET SAKUNTALA,5:11:50,47095
Berlin,2024,SAKURAYUKI SAKURAYUKI,7:17:34,54111
Berlin,2024,SALAMULLAH SALAMULLAH,4:56:53,44281
Berlin,2024,PRAMAYUDA SALEH,4:38:05,39246
Berlin,2024,SITI SALIM,4:50:18,42653
Berlin,2024,ANAQUITA SALSABILA,6:45:23,53893
Berlin,2024,GATOT SAM,7:10:34,54084
Berlin,2024,TANIA SAM,5:04:16,45819
Berlin,2024,CHRISSENA SANTARI,4:55:13,43852
Berlin,2024,NATASHA SANTOSO,5:44:26,51102
Berlin,2024,NOVITA SANTOSO,7:29:09,54135
Berlin,2024,JENNY SANYOTO,4:47:09,41829
Berlin,2024,ADE SAPARDAN,6:01:34,52498
Berlin,2024,ANTHONYA SAPUTERA,5:02:45,45561
Berlin,2024,BOBBY SAPUTRA,3:56:55,24491
Berlin,2024,FAUZAN SAPUTRA,5:21:50,48521
Berlin,2024,IWAN SAPUTRA,4:01:08,26910
Berlin,2024,MUHAMMAD SAPUTRA,3:37:01,15622
Berlin,2024,RIO SAPUTRA,4:14:04,31431
Berlin,2024,KENNETH SARASHADI,6:15:29,53226
Berlin,2024,ELMINDA SARI,5:32:45,49905
Berlin,2024,MAULIDA SARI,5:48:55,51505
Berlin,2024,UCI SARI,5:52:23,51800
Berlin,2024,DJOKO SARWONO,5:33:22,49950
Berlin,2024,RIA SARWONO,5:53:42,51887
Berlin,2024,DWI SASETIA,4:36:58,38888
Berlin,2024,SURYO SASONO,3:57:45,25009
Berlin,2024,MUHAMMAD SATRIA,4:42:12,40500
Berlin,2024,AMALIA SAUSAN,5:21:45,48511
Berlin,2024,RININTA SCHMITT,6:59:21,54025
Berlin,2024,NATASHA SCHUMACHER,5:11:33,47060
Berlin,2024,CHANDRASA SEDYALEKSANA,6:01:33,52493
Berlin,2024,ALVIN SEHONAMIN,4:00:50,26769
Berlin,2024,HENDY SEHONAMIN,4:32:40,37615
Berlin,2024,FELICIA SENDJAJA,4:30:19,36920
Berlin,2024,SESRIWATI SESRIWATI,5:08:20,46518
Berlin,2024,ARDI SETIADHARMA,6:14:44,53202
Berlin,2024,ARYA SETIADHARMA,5:04:49,45920
Berlin,2024,PUTRA SETIAJI,4:19:51,33421
Berlin,2024,BUDI SETIAWAN,5:59:39,52374
Berlin,2024,MARTINUS SETIAWAN,3:35:45,15151
Berlin,2024,ELISABETH SETYANI,3:47:18,19869
Berlin,2024,FARAZIA SHAKURINA,5:58:25,52274
Berlin,2024,SYLVIA SIANANDAR,4:23:06,34517
Berlin,2024,CHRISTIAN SIBORO,5:51:07,51697
Berlin,2024,BAMBANG SIDHARTA,4:21:05,33807
Berlin,2024,ARMAN SIJABAT,4:01:12,26939
Berlin,2024,HENDRIK SILALAHI,5:10:55,46940
Berlin,2024,ULUAN SILALAHI,5:20:54,48396
Berlin,2024,NENENG AMBARWATI,6:34:03,53715
Berlin,2024,REYNOLD SILITONGA,3:55:12,23520
Berlin,2024,RAYNHARD SIMAMORA,5:30:05,49602
Berlin,2024,ANDAR SINAGA,5:36:30,50299
Berlin,2024,ABRAHAM SINATRAWAN,5:24:51,48894
Berlin,2024,SINTA SINTA,4:06:31,28731
Berlin,2024,AKBAR SIPAHUTAR,5:17:34,47917
Berlin,2024,JULIUS SIRAIT,4:18:45,33052
Berlin,2024,ANGKOLA SIREGAR,5:58:55,52320
Berlin,2024,FITRA SITOMPUL,3:55:24,23632
Berlin,2024,ALLEN SITORUS,5:23:14,48713
Berlin,2024,HASYUDA SITURU,4:27:05,35821
Berlin,2024,RINALDY SOEDARJO,4:39:14,39583
Berlin,2024,SOEFIANDI SOEDARMAN,4:38:30,39361
Berlin,2024,WISAKSONO SOEGANDHI,6:09:11,52914
Berlin,2024,LIDIA SOEGIMAN,4:49:04,42325
Berlin,2024,SOEHARDI SOEHARDI,4:03:59,27871
Berlin,2024,SRI SOENARIO,5:15:35,47621
Berlin,2024,ALBERT SOENARJO,3:57:55,25125
Berlin,2024,LILI SOERJANI,5:16:08,47716
Berlin,2024,DANZEL SOERJOHADI,5:06:20,46215
Berlin,2024,ASCLEPIAS SOERJONO,6:23:53,53489
Berlin,2024,MUHAMMAD SOFYANTO,6:41:31,53849
Berlin,2024,LEONARDO SONGINGIRAN,3:51:03,21528
Berlin,2024,HERU SOSROHAMIDJOJO,5:06:58,46310
Berlin,2024,MELISSA STEPHANIE,5:30:05,49600
Berlin,2024,RICHARD STEPHANUS,4:09:59,29939
Berlin,2024,STEVEN STEVEN,6:16:05,53245
Berlin,2024,SISMAWATI SUADI,5:00:59,45292
Berlin,2024,IQBAL SUARDJA,5:03:53,45757
Berlin,2024,I SUBAGA,4:48:22,42155
Berlin,2024,RINA SUBIYAKTO,5:53:24,51872
Berlin,2024,BAMBANG SUDIYANTO,3:40:21,16965
Berlin,2024,PIETER SUDIYANTO,4:46:07,41570
Berlin,2024,RISA SUDRAJAT,4:37:23,39027
Berlin,2024,DHANY SUGIRIN,5:46:45,51312
Berlin,2024,RIZATUZ SUGIRIN,5:41:40,50850
Berlin,2024,DOLLARIS SUHADI,5:37:02,50362
Berlin,2024,ILHAM SUHARDI,5:34:54,50132
Berlin,2024,FARID SUHARJO,5:36:14,50279
Berlin,2024,LEONARD SUHARLI,4:47:33,41955
Berlin,2024,MUHAMMAD SUHARNO,4:59:14,44928
Berlin,2024,YUDHY SUHARNO,4:42:50,40663
Berlin,2024,ANLY SUHERMAN,3:54:41,23239
Berlin,2024,SUTOMO MARTOYO,6:01:26,52487
Berlin,2024,DERIAN SULAIMAN,5:57:30,52201
Berlin,2024,SULISTIAWATY SULISTIAWATY,4:29:34,36679
Berlin,2024,HENY SULISTIYOWATI,5:20:30,48339
Berlin,2024,IMAM SULISTO,4:58:31,44733
Berlin,2024,VIVI SUMANTRI,3:38:00,16014
Berlin,2024,SUDARMINI SUMARSONO,5:56:37,52119
Berlin,2024,BEATRIX SUNUR,5:44:27,51104
Berlin,2024,INDRA SUNY,5:11:01,46954
Berlin,2024,INDRA SURARYO,3:58:57,25778
Berlin,2024,JENNIFER SURJANTO,6:14:40,53199
Berlin,2024,RICCO SURYA,5:37:21,50396
Berlin,2024,JULI SURYANDARI,6:10:50,53005
Berlin,2024,SANDY SURYANTO,3:25:27,11055
Berlin,2024,MELANY SUSANTA,4:33:34,37866
Berlin,2024,ERLINDA SUSANTI,4:48:25,42164
Berlin,2024,SUSANTI SUSANTI,7:14:43,54099
Berlin,2024,AGUS SUSANTO,5:53:04,51850
Berlin,2024,ALI SUSANTO,4:11:26,30437
Berlin,2024,HARTA SUSANTO,3:42:05,17617
Berlin,2024,WENDY SUSANTO,5:10:59,46950
Berlin,2024,STEVANNO SUSIARDJO,4:03:29,27716
Berlin,2024,EMI SUSILOWATI,6:49:55,53941
Berlin,2024,SUSY SUSY,4:45:09,41319
Berlin,2024,DAVID SUTANTO,4:10:22,30084
Berlin,2024,JONI SUTANTO,3:32:43,14118
Berlin,2024,WIJAYA SUTANTO,3:59:51,26301
Berlin,2024,ERIC SUTANTYA,4:15:53,32121
Berlin,2024,SUTARDI SUTARDI,7:14:44,54100
Berlin,2024,MAULANA SUTOWO,3:19:51,9257
Berlin,2024,NANY SUWIGJO,6:00:38,52436
Berlin,2024,MUHAMAD INDRAWAN,4:25:57,35455
Berlin,2024,MUHAMMAD SYAHRUDIN,3:55:27,23653
Berlin,2024,ARTHUR SYAILENDRA,6:49:44,53939
Berlin,2024,LAILY SYAMSIAR,7:46:53,54154
Berlin,2024,ANGELLIA SYLVIA,5:07:48,46433
Berlin,2024,ALI SYOFII,4:14:01,31409
Berlin,2024,HARIS SYUHADA,4:54:56,43775
Berlin,2024,YASRIF TADJOEDIN,5:24:24,48845
Berlin,2024,ASTRID TAMPUBOLON,5:53:58,51918
Berlin,2024,ANDRE TAN,4:32:22,37538
Berlin,2024,DAVIT TAN,4:00:03,26411
Berlin,2024,EDWIN TANANG,3:37:00,15614
Berlin,2024,NIKEN TANITA,6:14:02,53173
Berlin,2024,HARIO TANIUS,4:23:00,34491
Berlin,2024,SYUKRINOV TANJUNG,4:58:40,44768
Berlin,2024,GOUTAM TANTI,3:42:10,17643
Berlin,2024,PURWANTO TANTIONO,5:43:04,50988
Berlin,2024,STEVANUS TANUDHARMA,5:08:13,46498
Berlin,2024,SUHERMAN TANUDJAJA,4:55:14,43854
Berlin,2024,HENDRIAN TJEN,4:56:12,44095
Berlin,2024,DEBBIE TARDIO,5:11:18,47015
Berlin,2024,YANINTA TARIGAN,5:27:43,49292
Berlin,2024,TARSONO TARSONO,5:30:34,49662
Berlin,2024,YOYO TARYO,5:42:21,50906
Berlin,2024,AKHMAD TAUFIQ,3:54:16,23007
Berlin,2024,OCTAVIANUS TEDJOJUWONO,4:59:37,45026
Berlin,2024,YUSUF TENG,5:00:18,45178
Berlin,2024,SJAIFUL THALIB,5:36:03,50264
Berlin,2024,ANDREW THE,6:12:21,53093
Berlin,2024,DENNIS THEJA,3:56:48,24426
Berlin,2024,ANYANTI THESMAN,5:28:03,49344
Berlin,2024,HENY THING,4:52:25,43170
Berlin,2024,MOHAMAD THOYIB,4:09:46,29867
Berlin,2024,PATRISIA TICOALU,4:56:03,44044
Berlin,2024,FELLY TIFANI,5:20:07,48279
Berlin,2024,ANDI TINELLUNG,6:13:20,53140
Berlin,2024,AGUNG TJAHJONO,5:35:50,50245
Berlin,2024,RIFQI TJAHYONO,4:30:49,37071
Berlin,2024,CHRISTOPHER TJANDRA,3:51:58,21934
Berlin,2024,IGNATIUS TJANDRA,3:53:44,22748
Berlin,2024,VERANI TJANDRA,5:11:58,47115
Berlin,2024,HERLINA TJANDRALIEM,5:08:46,46576
Berlin,2024,JENICA TJENDANA,4:25:25,35263
Berlin,2024,JIMMY TJIAWI,4:22:28,34299
Berlin,2024,NOVI TJONG,4:11:39,30519
Berlin,2024,EASTER TOBING,6:33:57,53713
Berlin,2024,MAYA TOBING,5:38:11,50497
Berlin,2024,TONY TONY,4:34:23,38114
Berlin,2024,LEILY TRESNARAHAYU,7:52:43,54159
Berlin,2024,INDRA YUDHANTO,5:59:14,52347
Berlin,2024,MOCHAMAD TRIADY,4:15:54,32126
Berlin,2024,FARADILA TRIANANDA,4:33:55,37982
Berlin,2024,BAIQ TRIARTO,5:51:05,51692
Berlin,2024,ANITA TRISSYA,4:30:25,36958
Berlin,2024,DINDA TRIWIJANARKO,5:33:38,49976
Berlin,2024,SUFYAN TSAURI,5:30:27,49645
Berlin,2024,STEVEN TUMEWU,5:09:47,46747
Berlin,2024,THOENG TUNGADI,3:53:43,22744
Berlin,2024,NUR UDIN,5:17:57,47956
Berlin,2024,AMYRA UNO,5:30:38,49676
Berlin,2024,ANNEESHA UNO,4:38:47,39446
Berlin,2024,SANDIAGA UNO,4:34:17,38092
Berlin,2024,ADELLA USMAN,5:50:01,51596
Berlin,2024,UMAR USMAN,4:15:13,31888
Berlin,2024,FAHRIZA UTAMA,5:59:55,52398
Berlin,2024,ESTI UTAMI,5:51:58,51760
Berlin,2024,MYRTA UTAMI,4:21:06,33810
Berlin,2024,INDERA UTOMO,5:08:20,46521
Berlin,2024,VANNY VIRANGGA,5:53:52,51910
Berlin,2024,JEFTA VITOSOEHARNO,4:55:58,44027
Berlin,2024,ARIFA VITRIYANI,6:03:10,52586
Berlin,2024,RIVELINO VIVEKANANDA,4:34:55,38268
Berlin,2024,YUNIARTO WAGIMAN,4:57:17,44393
Berlin,2024,MOHAMAD WAHYUDI,5:31:29,49775
Berlin,2024,RIO WAHYUDIONO,4:26:34,35672
Berlin,2024,INDAH WAHYUNI,4:57:22,44415
Berlin,2024,RETNO WAHYUNINGSIH,5:32:37,49883
Berlin,2024,JANDI WALELENG,4:02:38,27427
Berlin,2024,SOFIA WANGSADINATA,6:23:50,53488
Berlin,2024,CICI WANITA,4:50:20,42661
Berlin,2024,DAFFA WARDHANA,4:16:20,32269
Berlin,2024,SACHA WATTIMENA,7:14:56,54103
Berlin,2024,DEDY WENTI,4:20:00,33474
Berlin,2024,KRISTY WHANARAHARDJA,5:52:57,51840
Berlin,2024,CHARISMA WIBAWA,5:51:47,51746
Berlin,2024,STEVEN WIBAWA,4:21:45,34041
Berlin,2024,RACHMAN WIBISONO,6:15:51,53237
Berlin,2024,DANIEL WICAKSANA,5:11:13,46995
Berlin,2024,YANA WICAKSANA,5:56:24,52110
Berlin,2024,IMA TAHIR,4:45:17,41366
Berlin,2024,ELIANTO WIDJAJA,5:17:14,47864
Berlin,2024,RUDY WIDJAJA,4:12:55,30981
Berlin,2024,JUSSRI TIANOTAK,6:09:59,52959
Berlin,2024,AKHSAN WIGUNA,5:36:51,50342
Berlin,2024,MURSOSAN WIGUNA,5:40:54,50775
Berlin,2024,ANDY WIJAYA,3:58:15,25314
